0.005979288,0.99249146,0.821664669,Ru
0.33942587,0.99240554,0.82141084,Ru
0.672688078,0.992496251,0.82170573,Ru
0.005669844,0.242584883,0.821056225,Ru
0.339454236,0.242545308,0.821474297,Ru
0.67263436,0.242465117,0.821724394,Ru
0.006047733,0.492454708,0.821560151,Ru
0.339341589,0.492474495,0.821694531,Ru
0.672677162,0.492498449,0.821646005,Ru
0.00605524,0.742499495,0.821694531,Ru
0.339354032,0.742450547,0.821672135,Ru
0.67272939,0.74245992,0.821668402,Ru
0.155695856,0.200304108,0.953644797,C
0.242287355,0.078011041,0.953043818,O
0.069166332,0.322507818,0.954249508,O
